White,白色,1701
Black,黑色,1702
Green,绿色,1703
Red,红色,1704
Blue,蓝色,1705
Brown,棕色,1706
Yellow,黄色,1707
Multi-coloured,多色的,1708
Purple,紫色,1709
Grey,灰色,1710
Orange,橙色,1711
Pink,粉色,1712
Dark,黑暗,1713
Light,明亮,1714
