Monday,星期一,501
Tuesday,星期二,502
Wednesday,星期三,503
Thursday,星期四,504
Friday,星期五,505
Saturday,星期六,506
Sunday,星期日,507
January,一月,508
February,二月,509
March,三月,510
April,四月,511
May,五月,512
June,六月,513
July,七月,514
August,八月,515
September,九月,516
October,十月,517
November,十一月,518
December,十二月,519
