What's the weather like?,天气怎么样？,1101
It's fine,很好。,1102
It's raining,下雨。,1103
It's snowing,下雪,1104
It's frosty,结霜了。,1105
It's windy,刮风。,1106
It's very cold,灰常冷。,1107
It's too hot,灰常热。,1108
It's sunny,天气晴朗。,1109
It's cloudy,多云。,1110
