What do you do?,你是做什么的？,1201
I'm a teacher,我是一名教师。,1202
He works in a hospital,他在医院工作。,1203
She is a nurse,她是一名护士。,1204
I am a student,我是学生。,1205
He works in an office ,他在办公室工作。,1206
She is a housewife,她是家庭主妇。,1207
I work in a shop,我在一家商店工作。,1208
She teaches in the school,她在这所学校教书。,1209
