One,一,301
Two,二,302
Three,三,303
Four,四,304
Five,五,305
Six,六,306
Seven,七,307
Eight ,八,308
Nine,九,309
Ten,十,310
Eleven,十一,311
Twelve,十二,312
Thirteen,十三,313
Fourteen,十四,314
Fiveteen,十五,315
Sixteen,十六,316
Seventeen,十七,317
Eighteen,十八,318
Nineteen,十九,319
Twenty,二十,320
Twentyone,二十一,321
Twentytwo,二十二,322
Thirty,三十,323
Forty,四十,324
Fifty,五十,325
Sixty,六十,326
Seventy,七十,327
Eighty,八十,328
Ninety,九十,329
A hundred,一百,330
A thousand,一千,331
A million,一百万,332
