Hello,你好,101
Good morning,早上好,102
Good evening,晚上好,103
Good night,晚安,104
Who are you?,你是谁,105
What is your name?,你姓什么,106
How are you?,你好吗,107
Very well thank you,我很好,108
See you tomorrow,明天见,109
Goodbye,再见,110
